	ID	name	annot	nbIns	nbsites	r	ovr	span	pval	postprob	call	insRate	score_ES	score_NE	bayes_ratio	bayes_log	Bayes_class	paper	keio	pec	biotradis	Bayes_class_4
1257	BW25113_1342	ydaN	-	138	981	83	83	83	0.0022199999999999998	0.02224	E	0.14067278287461774	0.01416885179216962	3.832757795790109	0.003696777241633335	-8.079516171640922	U	NE	NE	NE	U	NE
1258	BW25113_1343	dbpA	ATP-dependent RNA helicase	147	1371	56	56	56	0.76405	1.0	NE	0.10722100656455143	0.053400724867657616	2.395262796962611	0.022294307303304717	-5.487180814774719	U	NE	NE	NE	U	NE
1259	BW25113_1344	ttcA	-	114	933	38	38	38	1.0	1.0	NE	0.12218649517684887	0.02949606517523918	3.143423677547817	0.009383420181605632	-6.735670415260509	U	NE	NE	NE	U	NE
1260	BW25113_1345	intR	-	280	1233	39	39	39	1.0	1.0	NE	0.22708840227088403	0.0004600563438554179	3.9257096243069696	0.0001171906197562013	-13.058855282253434	NE	NE	NE	NE	U	NE
1261	BW25113_1346	ydaQ	putative lambdoid prophage Rac excisionase	68	213	13	13	13	1.0	1.0	NE	0.3192488262910798	1.1894115741218115e-05	2.083596501764406	5.708454458982862e-06	-17.418468374730946	NE	NE	NE	NE	U	NE
1262	BW25113_1347	rcbA	-	25	207	78	78	78	0.00734	0.06733	NE	0.12077294685990338	0.031196989922675864	3.0793690108755323	0.010130968329062282	-6.625084114671171	U	NE	NE	NE	U	NE
1263	BW25113_1348	ralR	restriction alleviation and modification enhancement	47	192	16	16	16	1.0	1.0	NE	0.24479166666666666	0.0002279655940534244	3.5917166365316273	6.346981600240083e-05	-13.943569814151218	NE	NE	NE	NE	U	NE
1264	BW25113_1349	recT	recombinase%2C DNA renaturation	182	807	39	39	39	1.0	1.0	NE	0.2255266418835192	0.0004894548204307546	3.952646332313474	0.00012382965215718602	-12.97935555693751	NE	NE	NE	NE	U	NE
1265	BW25113_1350	recE	exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific	340	2598	52	52	52	0.97696	1.0	NE	0.1308698999230177	0.020902150548417476	3.502358809889856	0.0059680208919185	-7.388531698697881	U	NE	NE	NE	U	NE
1266	BW25113_1351	racC	RacC protein	50	273	36	36	36	1.0	1.0	NE	0.18315018315018314	0.0026281749177262943	4.391512524079869	0.0005984669070884552	-10.706440905646089	U	NE	NE	NE	U	NE
1267	BW25113_1352	kilR	Kil protein (killing function) of lambdoid prophage Rac	18	219	37	37	37	1.0	1.0	NE	0.0821917808219178	0.14410524608508676	0.968602450244531	0.1487764624678642	-2.748781795369558	U	U	NE	NE	U	U
1268	BW25113_1353	sieB	phage superinfection exclusion protein	94	486	54	54	54	0.90304	1.0	NE	0.1934156378600823	0.0017491621686028913	4.3517543093541855	0.0004019441457995529	-11.280717341270822	U	NE	NE	NE	U	NE
1269	BW25113_1355	ydaG	-	29	132	12	12	12	1.0	1.0	NE	0.2196969696969697	0.0006167791692790397	4.04842607423963	0.00015235035986050022	-12.680319471790586	NE	NE	NE	NE	U	NE
1270	BW25113_1356	racR	-	9	474	207	207	207	0.0	0.0	E	0.0189873417721519	1.7676119337841316	0.0	inf	inf	ES	ES	ES	NE	ES	ES
1271	BW25113_1357	ydaS	-	11	294	84	87	128	0.0	0.0	E	0.03741496598639456	0.8510753002985573	0.0	inf	inf	ES	ES	NE	NE	ES	ES
1272	BW25113_1358	ydaT	-	42	420	47	47	47	1.0	1.0	NE	0.1	0.07110992317571685	1.9902933775942255	0.03572836244959587	-4.806786397877478	U	U	NE	NE	U	NE
1273	BW25113_1359	ydaU	-	108	855	54	54	54	0.90304	1.0	NE	0.12631578947368421	0.02504011348410735	3.321664454304802	0.007538423530906601	-7.051521432512873	U	NE	NE	NE	U	NE
1274	BW25113_1360	ydaV	putative DNA replication factor	83	744	51	51	51	0.9917100000000001	1.0	NE	0.11155913978494623	0.04495956235687221	2.6268403732409245	0.017115452775458267	-5.868556731591855	U	NE	NE	NE	U	NE
1275	BW25113_1363	trkG	-	225	1455	63	63	63	0.23608	1.0	NE	0.15463917525773196	0.008142564187416598	4.165215546380567	0.001954896234479921	-8.998692253075362	U	NE	NE	NE	U	NE
1276	BW25113_1365	ynaK	-	105	261	18	18	18	1.0	1.0	NE	0.40229885057471265	4.413483125759898e-07	0.9264491356429272	4.7638698725722016e-07	-21.001362658389603	NE	NE	NE	NE	U	NE
1277	BW25113_1372	stfR	-	480	3360	59	59	59	0.50495	1.0	NE	0.14285714285714285	0.012992977550248214	3.8953771753604336	0.003335486389465224	-8.227887130297443	U	NE	NE	NE	U	NE
1278	BW25113_1373	tfaR	tail fiber assembly protein homolog from lambdoid prophage Rac	151	573	40	40	40	1.0	1.0	NE	0.26352530541012215	0.00010843742981924316	3.2045345363358178	3.383874587391231e-05	-14.850964373916757	NE	NE	NE	NE	U	NE
1279	BW25113_1374	pinR	-	120	588	39	39	39	1.0	1.0	NE	0.20408163265306123	0.0011457939233132084	4.258669467390151	0.0002690497424340818	-11.859839453872729	U	NE	NE	NE	U	NE
1280	BW25113_1375	ynaE	-	27	231	56	58	89	0.00053	0.00557	E	0.11688311688311688	0.03640119747751468	2.895460696984081	0.01257181543352678	-6.313663192535779	U	NE	NE	NE	U	NE
1281	BW25113_1376	uspF	putative filament protein	132	432	18	18	18	1.0	1.0	NE	0.3055555555555556	2.0473922761964596e-05	2.340657980685783	8.74708006505333e-06	-16.80276706994565	NE	NE	NE	NE	U	NE
1282	BW25113_1377	ompN	-	313	1131	37	37	37	1.0	1.0	NE	0.27674624226348365	6.418689182237841e-05	2.925906994954841	2.193743407875105e-05	-15.476245684263002	NE	NE	NE	NE	U	NE
1283	BW25113_1378	pfo	putative oxidoreductase%2C Fe-S subunit	522	3522	51	51	51	0.9917100000000001	1.0	NE	0.14821124361158433	0.010507112895116626	4.032048144641557	0.002605899661461183	-8.584002749758048	U	NE	NE	.	U	NE
1284	BW25113_1379	hslJ	heat shock protein hslJ	58	420	59	59	59	0.50495	1.0	NE	0.1380952380952381	0.015693987470450643	3.753710493781757	0.004180926445033164	-7.901961622365745	U	NE	NE	NE	U	NE
1285	BW25113_1380	ldhA	-	153	987	73	73	73	0.02415	0.20496999999999999	NE	0.15501519756838905	0.008022027436266174	4.171986050973171	0.0019228317971952302	-9.022551718534338	U	NE	NE	NE	U	NE
1286	BW25113_1381	ydbH	-	457	2637	65	65	65	0.15350999999999998	1.0	NE	0.1733029958285931	0.0038839508942811207	4.374677736194691	0.0008878256019058381	-10.137436067811388	U	NE	NE	NE	U	NE
1287	BW25113_1382	ynbE	-	63	183	14	14	16	1.0	1.0	NE	0.3442622950819672	4.410328484888468e-06	1.660728470923745	2.6556589846594945e-06	-18.522498668395027	NE	NE	NE	NE	U	NE
1288	BW25113_1383	ydbL	-	100	324	16	16	16	1.0	1.0	NE	0.30864197530864196	1.811494247472615e-05	2.281285238481599	7.940674041613174e-06	-16.942307094044224	NE	NE	NE	NE	U	NE
1289	BW25113_1384	feaR	regulatory protein for 2-phenylethylamine catabolism	202	903	27	27	27	1.0	1.0	NE	0.22369878183831673	0.0005262569058243034	3.9835151459619698	0.00013210867451019038	-12.885987179717501	NE	NE	NE	NE	U	NE
1290	BW25113_1385	feaB	-	214	1497	53	53	53	0.9485	1.0	NE	0.14295257181028725	0.012943892821758311	3.8980217211671464	0.0033206312708495243	-8.234326752502241	U	NE	NE	NE	U	NE
1291	BW25113_1386	tynA	copper amine oxidase (tyramine oxidase)	329	2271	95	95	95	0.00011999999999999999	0.0013800000000000002	E	0.1448701012769705	0.011995963603856085	3.949549887041373	0.0030372989193566866	-8.362995384634864	U	NE	NE	NE	U	NE
1292	BW25113_1387	paaZ	-	263	2043	77	77	77	0.00932	0.08337	NE	0.12873225648556044	0.02275161555077938	3.4196554696080224	0.0066531894084018006	-7.231738178542779	U	NE	NE	NE	U	NE
1293	BW25113_1388	paaA	-	121	927	59	59	59	0.50495	1.0	NE	0.13052858683926646	0.021187033190228844	3.4894066878496406	0.006071815378815999	-7.363656360199212	U	NE	NE	NE	U	NE
1294	BW25113_1389	paaB	-	24	285	57	57	57	0.67893	1.0	NE	0.08421052631578947	0.1330168195034016	1.0801216976562351	0.12314984486658855	-3.021513284430467	U	U	NE	NE	U	U
1295	BW25113_1390	paaC	-	115	744	31	31	31	1.0	1.0	NE	0.15456989247311828	0.008164970095076132	4.163955957889798	0.0019608685052504636	-8.994291492213991	U	NE	NE	NE	U	NE
1296	BW25113_1391	paaD	-	69	495	44	44	44	1.0	1.0	NE	0.1393939393939394	0.014906062999467848	3.7942374516762323	0.003928605731537069	-7.991766896121705	U	NE	NE	NE	U	NE
1297	BW25113_1392	paaE	-	118	1068	48	48	48	0.99995	1.0	NE	0.1104868913857678	0.04691284106137503	2.5705829147865176	0.018249884410077882	-5.775968863400455	U	NE	NE	NE	U	NE
1298	BW25113_1393	paaF	-	85	765	54	54	54	0.90304	1.0	NE	0.1111111111111111	0.04576562994700198	2.6034162733189175	0.01757906732627837	-5.829997660786434	U	NE	NE	NE	U	NE
1299	BW25113_1394	paaG	-	102	786	37	37	37	1.0	1.0	NE	0.1297709923664122	0.021833322994981766	3.460313420500214	0.00630963740614733	-7.308227183952453	U	NE	NE	NE	U	NE
1300	BW25113_1395	paaH	-	163	1425	76	76	76	0.01183	0.1039	NE	0.1143859649122807	0.04019106690185209	2.7717762108678823	0.014500112507015023	-6.107792095556381	U	NE	NE	NE	U	NE
1301	BW25113_1396	paaI	-	71	420	36	36	36	1.0	1.0	NE	0.16904761904761906	0.004598046022592881	4.348579688860993	0.0010573673133715137	-9.885307650490608	U	NE	NE	NE	U	NE
1302	BW25113_1397	paaJ	-	154	1203	78	78	78	0.00734	0.06733	NE	0.12801330008312553	0.02340972898905608	3.390996633015584	0.006903495202894971	-7.178457308978596	U	NE	NE	NE	U	NE
1303	BW25113_1398	paaK	-	180	1311	72	72	72	0.0306	0.2532	NE	0.13729977116704806	0.01619702877291005	3.7281859818340726	0.004344479822581694	-7.846600835426146	U	NE	NE	NE	U	NE
1304	BW25113_1399	paaX	-	127	948	41	41	41	1.0	1.0	NE	0.1339662447257384	0.018486551689922064	3.6154309967963663	0.005113235934056825	-7.611547688513871	U	NE	NE	NE	U	NE
1305	BW25113_1400	paaY	-	122	588	51	51	51	0.9917100000000001	1.0	NE	0.20748299319727892	0.0010011923095741043	4.219567369419189	0.00023727368754202768	-12.041160257767636	NE	NE	NE	NE	U	NE
1306	BW25113_1402	insD1	-	472	903	10	10	10	1.0	1.0	NE	0.5227021040974529	3.7223319547748224e-09	0.23195141493342306	1.6047895012165553e-08	-25.893040686341475	NE	NE	NE	NE	U	NE
1307	BW25113_1403	insC1	-	177	363	21	21	21	1.0	1.0	NE	0.48760330578512395	1.4976068826726437e-08	0.3538589007052031	4.2322148169456036e-08	-24.494011902091973	NE	NE	NE	NE	U	NE
1308	BW25113_1404	insI1	-	414	1149	25	25	25	1.0	1.0	NE	0.360313315926893	2.3334010733121007e-06	1.4235247755714981	1.6391713817382048e-06	-19.21860186762762	NE	NE	NE	NE	U	NE
1309	BW25113_1406	ydbC	putative dehydrogenase	175	858	40	40	40	1.0	1.0	NE	0.20396270396270397	0.0011512113995269177	4.25996045516059	0.00027023992631957896	-11.853471539645621	U	NE	NE	NE	U	NE
1310	BW25113_1407	ydbD	-	677	2304	104	104	104	1e-05	0.00016999999999999999	E	0.2938368055555556	3.2588060043624925e-05	2.5727864380184564	1.2666445827786639e-05	-16.268628709701833	NE	NE	NE	NE	U	NE
1311	BW25113_1408	ynbA	-	195	603	35	35	35	1.0	1.0	NE	0.32338308457711445	1.0095291492259011e-05	2.0093764582243567	5.024091653377887e-06	-17.602705786092315	NE	NE	NE	NE	U	NE
1312	BW25113_1409	ynbB	putative phosphatidate cytidiltransferase	180	894	91	91	91	0.00033	0.0034799999999999996	E	0.20134228187919462	0.0012772981825417509	4.287037796182612	0.0002979442317208212	-11.712670062785339	U	NE	NE	NE	U	NE
1313	BW25113_1410	ynbC	-	278	1755	45	45	45	1.0	1.0	NE	0.15840455840455842	0.0070129675659543625	4.228054614632902	0.0016586747819394615	-9.235753241332429	U	NE	NE	NE	U	NE
1314	BW25113_1411	ynbD	putative enzymes	180	1290	45	45	45	1.0	1.0	NE	0.13953488372093023	0.014822967711114696	3.7985503215222027	0.003902269670386952	-8.001470804335165	U	NE	NE	NE	U	NE
1315	BW25113_1412	azoR	acyl carrier protein phosphodiesterase	67	603	45	45	45	1.0	1.0	NE	0.1111111111111111	0.04576562994700198	2.6034162733189175	0.01757906732627837	-5.829997660786434	U	NE	NE	NE	U	NE
1316	BW25113_1413	hrpA	helicase%2C ATP-dependent	366	3900	106	106	106	1e-05	0.00011	E	0.09384615384615384	0.0907676827775198	1.6338471933717473	0.055554572756711613	-4.169950523490391	U	U	NE	NE	U	NE
1317	BW25113_1414	ydcF	-	139	798	67	67	67	0.098	0.71838	NE	0.17418546365914786	0.0037503609932105263	4.378608578602255	0.0008565188977014524	-10.189227302160896	U	NE	NE	NE	U	NE
1318	BW25113_1415	aldA	aldehyde dehydrogenase%2C NAD-linked	190	1437	43	43	43	1.0	1.0	NE	0.13221990257480862	0.0198123936269116	3.5526410524843253	0.005576807038543057	-7.486344931085922	U	NE	NE	NE	U	NE
1319	BW25113_1418	cybB	-	65	528	34	34	34	1.0	1.0	NE	0.12310606060606061	0.028439660944108394	3.184272649270692	0.008931289520896415	-6.806915794523599	U	NE	NE	NE	U	NE
1320	BW25113_1419	ydcA	-	23	171	56	56	69	0.06184	0.47856000000000004	NE	0.13450292397660818	0.01809720553149633	3.6342145055004305	0.0049796745635421295	-7.649732823675026	U	NE	NE	NE	U	NE
1321	BW25113_1420	mokB	regulatory peptide whose translation enables hokB expression	34	165	18	18	18	1.0	1.0	NE	0.20606060606060606	0.0010592985153238933	4.236423521550766	0.00025004547112327696	-11.965521904666568	U	NE	NE	NE	U	NE
1322	BW25113_1421	trg	-	239	1638	56	56	56	0.76405	1.0	NE	0.14590964590964592	0.011511417560324906	3.9762061998563456	0.002895075602653805	-8.432183261093673	U	NE	NE	NE	U	NE
1323	BW25113_1422	ydcI	putative transcriptional regulator LYSR-type	141	921	49	49	49	0.9995700000000001	1.0	NE	0.15309446254071662	0.00865703409832336	4.136233065264707	0.0020929754106516567	-8.900228922490015	U	NE	NE	NE	U	NE
1324	BW25113_1423	ydcJ	-	162	1341	50	50	50	0.99774	1.0	NE	0.12080536912751678	0.031156898077439737	3.080855167032837	0.010113068089288618	-6.627635443205544	U	NE	NE	NE	U	NE
1325	BW25113_1424	opgD	putative glycoprotein	243	1653	65	65	65	0.15350999999999998	1.0	NE	0.147005444646098	0.011021824446299034	4.003336801526454	0.0027531594249318374	-8.504696131358045	U	NE	NE	NE	U	NE
1326	BW25113_1426	ydcH	-	25	222	35	35	35	1.0	1.0	NE	0.11261261261261261	0.04311970964454208	2.6814398268779525	0.016080804503730787	-5.958516605116762	U	NE	NE	NE	U	NE
1327	BW25113_1427	rimL	ribosomal-protein-serine acetyltransferase	70	537	42	42	42	1.0	1.0	NE	0.1303538175046555	0.021334407112058494	3.482737234067162	0.006125758470484448	-7.350895799916488	U	NE	NE	NE	U	NE
1328	BW25113_1428	ydcK	-	104	978	46	46	46	1.0	1.0	NE	0.10633946830265849	0.05530084884887352	2.346993523009414	0.023562420733894675	-5.4073684247413025	U	NE	NE	NE	U	NE
1329	BW25113_1429	tehA	-	144	990	39	39	39	1.0	1.0	NE	0.14545454545454545	0.011721089706391265	3.964646667672229	0.0029564020930200803	-8.401941784408256	U	NE	NE	NE	U	NE
1330	BW25113_1430	tehB	-	107	591	33	33	33	1.0	1.0	NE	0.18104906937394247	0.0028565794380626063	4.392738392980863	0.0006502958251798289	-10.58661621766839	U	NE	NE	NE	U	NE
1331	BW25113_1431	ydcL	-	107	666	65	65	65	0.15350999999999998	1.0	NE	0.16066066066066065	0.006412687669530254	4.260511193561393	0.0015051451288806124	-9.375881683642705	U	NE	NE	NE	U	NE
1332	BW25113_1432	insQ	-	135	1146	49	49	49	0.9995700000000001	1.0	NE	0.11780104712041885	0.03509976165550144	2.9398443208455043	0.011939326652986403	-6.388134715130967	U	NE	NE	NE	U	NE
1333	BW25113_1433	ydcO	putative membrane transport protein	125	1173	77	77	77	0.00932	0.08337	NE	0.10656436487638533	0.0548097619912524	2.3593435981207858	0.023230936788905313	-5.4278088576918	U	NE	NE	NE	U	NE
1334	BW25113_1434	ydcN	-	58	534	39	39	39	1.0	1.0	NE	0.10861423220973783	0.050529919373766455	2.470754804703936	0.020451207573315363	-5.611670157923188	U	NE	NE	NE	U	NE
1335	BW25113_1435	ydcP	putative protease	231	1959	59	59	59	0.50495	1.0	NE	0.11791730474732007	0.03493828717229568	2.9454230016739635	0.011861891196082637	-6.397522146020996	U	NE	NE	NE	U	NE
1336	BW25113_1436	yncJ	-	28	228	38	38	38	1.0	1.0	NE	0.12280701754385964	0.028778985587217962	3.1710602113335837	0.009075509031446303	-6.783805720721985	U	NE	NE	NE	U	NE
1337	BW25113_1438	hicB	-	40	414	71	71	71	0.03873	0.31387	NE	0.0966183574879227	0.08131666758767411	1.7950780754237154	0.0452997943103282	-4.464351690234852	U	NE	NE	NE	U	NE
1338	BW25113_1439	ydcR	multi modular%3B putative transcriptional regulator%3B also putative ATP-binding component of a transport system	173	1404	47	47	47	1.0	1.0	NE	0.12321937321937322	0.028312132724314484	3.18926094622685	0.008877333401586343	-6.8156579038129665	U	NE	NE	NE	U	NE
1339	BW25113_1440	ydcS	periplasmic-binding component of ABC superfamily	197	1143	40	40	40	1.0	1.0	NE	0.17235345581802275	0.004033013886510558	4.3698880253168335	0.0009229101210706993	-10.081522223768674	U	NE	NE	NE	U	NE
1340	BW25113_1441	ydcT	ATP-binding component of ABC superfamily	137	1011	49	49	49	0.9995700000000001	1.0	NE	0.13550939663699307	0.01738901000032157	3.668788692673199	0.0047397142373035855	-7.720984204621422	U	NE	NE	NE	U	NE
1341	BW25113_1442	ydcU	membrane component of ABC superfamily	128	939	43	43	43	1.0	1.0	NE	0.13631522896698617	0.01684202312408827	3.695856728277616	0.0045570010858990125	-7.777699570317538	U	NE	NE	NE	U	NE
1342	BW25113_1443	ydcV	membrane component of ABC superfamily	79	792	56	56	56	0.76405	1.0	NE	0.09974747474747475	0.07182572188324494	1.9758030268687024	0.036352673270814845	-4.781794730093728	U	NE	NE	NE	U	NE
1343	BW25113_1444	patD	putative aldehyde dehydrogenase	175	1422	78	78	78	0.00734	0.06733	NE	0.12306610407876231	0.02848476706719582	3.1825112874960735	0.008950405668350977	-6.803831212066765	U	NE	NE	NE	U	NE
1344	BW25113_1445	ydcX	-	14	171	33	33	33	1.0	1.0	NE	0.08187134502923976	0.14594840461920322	0.9511387830904048	0.1534459610037066	-2.704197423124095	U	U	NE	NE	U	U
1345	BW25113_1446	ydcY	-	32	231	22	22	22	1.0	1.0	NE	0.13852813852813853	0.015426823775764023	3.7673772660627387	0.004094844419944833	-7.93197564569885	U	NE	NE	NE	U	NE
1346	BW25113_1447	ydcZ	-	51	447	42	42	42	1.0	1.0	NE	0.11409395973154363	0.04065925095200407	2.7570404546487164	0.0147474263148542	-6.0833929889798	U	NE	NE	NE	U	NE
1347	BW25113_1448	mnaT	-	62	516	38	38	38	1.0	1.0	NE	0.12015503875968993	0.0319710032016258	3.050895128166283	0.010479220641334113	-6.576324764759313	U	NE	NE	NE	U	NE
1348	BW25113_1449	curA	putative oxidoreductase	182	1035	47	47	47	1.0	1.0	NE	0.1758454106280193	0.0035113992029548514	4.384665124663639	0.0008008363473879255	-10.286204924598458	U	NE	NE	NE	U	NE
1349	BW25113_1450	mcbR	-	213	663	23	23	23	1.0	1.0	NE	0.3212669683257919	1.0979165280677197e-05	2.0471602605243877	5.3631195819837e-06	-17.508496147696487	NE	NE	NE	NE	U	NE
1350	BW25113_1451	yncD	-	369	2100	66	66	66	0.12287999999999999	0.87829	NE	0.1757142857142857	0.003529708615555512	4.384249524252248	0.0008050884412555233	-10.278565103462284	U	NE	NE	NE	U	NE
1351	BW25113_1452	yncE	putative receptor	144	1059	52	52	52	0.97696	1.0	NE	0.1359773371104816	0.017069252529735224	3.6845733863497174	0.004632626559419846	-7.753953894668951	U	NE	NE	NE	U	NE
1352	BW25113_1453	ansP	L-asparagine permease	224	1497	50	50	50	0.99774	1.0	NE	0.14963259853039412	0.009931167805696438	4.064363913781095	0.002443474062945665	-8.676850493954424	U	NE	NE	NE	U	NE
1353	BW25113_1454	yncG	-	145	615	43	46	48	0.99995	1.0	NE	0.23577235772357724	0.0003260081256765339	3.7676496866105986	8.652824779201084e-05	-13.496469286234571	NE	NE	NE	NE	U	NE
1354	BW25113_1455	yncH	-	4	210	88	91	101	2.9999999999999997e-05	0.00033999999999999997	E	0.01904761904761905	1.7633910764292482	0.0	inf	inf	ES	ES	NE	NE	ES	ES
1355	BW25113_1457	ydcD	-	16	480	161	161	161	0.0	0.0	E	0.03333333333333333	1.0006329466254917	0.0	inf	inf	ES	ES	NE	NE	ES	ES
1356	BW25113_1460	ydcC	H repeat-associated protein (ORF-H)	329	1134	50	50	50	0.99774	1.0	NE	0.29012345679012347	3.775909417847314e-05	2.6482838454076036	1.4257948310167466e-05	-16.097874078608935	NE	NE	NE	NE	U	NE
1357	BW25113_1461	pptA	-	62	231	24	24	24	1.0	1.0	NE	0.2683982683982684	8.938025826236126e-05	3.1017716780775784	2.8815872842632157e-05	-15.082776754324739	NE	NE	NE	NE	U	NE
1358	BW25113_1462	yddH	-	117	567	27	27	27	1.0	1.0	NE	0.20634920634920634	0.0010472422977397713	4.233061050948365	0.0002473959825136823	-11.980890307103591	U	NE	NE	NE	U	NE
1359	BW25113_1463	nhoA	-	109	843	53	53	53	0.9485	1.0	NE	0.12930011862396204	0.02224491339859483	3.4419924201199112	0.006462801390428357	-7.273624628099119	U	NE	NE	NE	U	NE
1360	BW25113_1464	yddE	-	104	891	65	65	65	0.15350999999999998	1.0	NE	0.11672278338945005	0.036633418065427616	2.8876475522523424	0.012686249759550412	-6.3005905392658725	U	NE	NE	NE	U	NE
1361	BW25113_1465	narV	-	99	678	27	27	27	1.0	1.0	NE	0.14601769911504425	0.011462189201963562	3.9789255533276733	0.0028807247203651376	-8.43935248030414	U	NE	NE	NE	U	NE
1362	BW25113_1466	narW	-	82	693	44	44	44	1.0	1.0	NE	0.11832611832611832	0.03437634721417279	2.964963334321979	0.011594189653624805	-6.430454199765019	U	NE	NE	NE	U	NE
1363	BW25113_1467	narY	-	178	1542	101	101	101	2.9999999999999997e-05	0.00033999999999999997	E	0.11543450064850844	0.03855390118613842	2.8242247903133144	0.013651144667511158	-6.194834261567069	U	NE	NE	NE	U	NE
1364	BW25113_1468	narZ	-	489	3738	81	81	81	0.00358	0.034460000000000005	E	0.13081861958266452	0.020944706742175835	3.50041898644707	0.005983485640796029	-7.3847981226997295	U	NE	NE	NE	U	NE
1365	BW25113_1469	narU	nitrite extrusion protein 2	214	1386	38	38	38	1.0	1.0	NE	0.1544011544011544	0.008219797910027676	4.160872442152422	0.001975498654261934	-8.98356742113076	U	NE	NE	NE	U	NE
1366	BW25113_1473	yddG	-	292	879	28	28	28	1.0	1.0	NE	0.3321956769055745	7.1173852277251e-06	1.856788267220489	3.833170078341479e-06	-17.9930305571664	NE	NE	NE	NE	U	NE
1367	BW25113_1474	fdnG	formate dehydrogenase-N%2C nitrate-inducible%2C alpha subunit	390	3045	66	66	66	0.12287999999999999	0.87829	NE	0.12807881773399016	0.02334897570970945	3.393625748687744	0.0068802447408168365	-7.183324399955242	U	NE	NE	NE	U	NE
1368	BW25113_1475	fdnH	formate dehydrogenase-N%2C nitrate-inducible%2C iron-sulfur beta subunit	92	882	52	52	52	0.97696	1.0	NE	0.10430839002267574	0.05994010010384863	2.2344130344153985	0.026825881867239946	-5.220230591222323	U	NE	NE	NE	U	NE
1369	BW25113_1476	fdnI	formate dehydrogenase-N%2C nitrate-inducible%2C cytochrome B556(Fdn) gamma subunit	63	651	56	56	56	0.76405	1.0	NE	0.0967741935483871	0.08081561276168309	1.804119842911206	0.04479503569523159	-4.480517331927357	U	U	NE	NE	U	NE
1370	BW25113_1477	yddM	-	20	282	52	52	52	0.97696	1.0	NE	0.07092198581560284	0.22532216375254496	0.41398928914325456	0.5442705153528157	-0.8776042115093413	U	U	NE	NE	U	U
1371	BW25113_1478	adhP	alcohol dehydrogenase	135	1008	42	42	42	1.0	1.0	NE	0.13392857142857142	0.018514195202178597	3.6141033788915466	0.005122763037247967	-7.608862125817865	U	NE	NE	NE	U	NE
1372	BW25113_1479	maeA	NAD-linked malate dehydrogenase (malic enzyme)	247	1695	54	54	54	0.90304	1.0	NE	0.1457227138643068	0.01159708241930111	3.971478896699082	0.0029200916638232907	-8.419770627588417	U	NE	NE	NE	U	NE
1373	BW25113_1480	sra	stationary phase-induced ribosome-associated protein	20	135	20	20	20	1.0	1.0	NE	0.14814814814814814	0.010533440068741849	4.030575357190411	0.002613383731915729	-8.57986530868927	U	NE	NE	NE	U	NE
1374	BW25113_1481	bdm	-	80	213	15	15	15	1.0	1.0	NE	0.3755868544600939	1.2732102122904187e-06	1.222639033191901	1.0413623135902126e-06	-19.873096466990106	NE	NE	NE	NE	U	NE
1375	BW25113_1482	osmC	osmotically inducible protein	80	429	54	54	54	0.90304	1.0	NE	0.1864801864801865	0.0023030024324616535	4.384571223012978	0.0005252514591105404	-10.894704114943147	U	NE	NE	NE	U	NE
1376	BW25113_1483	ddpF	ATP-binding component of ABC superfamily	129	924	62	62	62	0.28986999999999996	1.0	NE	0.1396103896103896	0.01477864309040534	3.8008539111976996	0.003888242862180513	-8.006665951232575	U	NE	NE	NE	U	NE
1377	BW25113_1484	ddpD	ATP-binding component of ABC superfamily	137	984	48	48	48	0.99995	1.0	NE	0.13922764227642276	0.015004704548841646	3.7891272915881276	0.003959936786011948	-7.980306884467049	U	NE	NE	NE	U	NE
1378	BW25113_1485	ddpC	membrane component of ABC superfamily	112	894	53	53	53	0.9485	1.0	NE	0.12527964205816555	0.0260906024258519	3.278204658043259	0.007958808295216451	-6.9732318583267565	U	NE	NE	NE	U	NE
1379	BW25113_1486	ddpB	membrane component of ABC superfamily	138	1020	42	42	42	1.0	1.0	NE	0.13529411764705881	0.017538121489699937	3.6614650115271528	0.004789919181116249	-7.705782970660223	U	NE	NE	NE	U	NE
1380	BW25113_1487	ddpA	periplasmic-binding component of ABC superfamily	155	1548	173	173	173	0.0	0.0	E	0.10012919896640828	0.07074646356009379	1.9977004770169335	0.03541394937530172	-4.819538447247719	U	U	NE	NE	U	NE
1381	BW25113_1488	ddpX	-	88	579	25	25	25	1.0	1.0	NE	0.15198618307426598	0.009046059272404988	4.1142720567217745	0.002198702260737913	-8.829132031101004	U	NE	NE	NE	U	NE
1382	BW25113_1489	dosP	-	274	2397	77	77	77	0.00932	0.08337	NE	0.11430955360867752	0.04031305700120685	2.767925580719919	0.014564357250790572	-6.101414155413396	U	NE	NE	NE	U	NE
1383	BW25113_1490	dosC	-	343	1380	38	38	38	1.0	1.0	NE	0.24855072463768116	0.00019638978622492432	3.5158048443605074	5.58591261229819e-05	-14.127847470598793	NE	NE	NE	NE	U	NE
1384	BW25113_1491	yddW	-	247	1317	40	40	40	1.0	1.0	NE	0.18754745634016703	0.0022075497164225476	4.381095137998586	0.0005038807984962001	-10.95462989931268	U	NE	NE	NE	U	NE
1385	BW25113_1492	gadC	acid sensitivity protein%2C putative transporter	307	1533	54	54	54	0.90304	1.0	NE	0.20026092628832354	0.001333272209493625	4.297427551035524	0.0003102489090647625	-11.654286242166016	U	NE	NE	NE	U	NE
