locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
SAOUHSC_00518,SAOUHSC_00518,0,518657,519079,1,0,0,423,0,ribosomal protein L11
SAOUHSC_00519,SAOUHSC_00519,0,519287,519979,1,8,0.00432900432900433,693,3,ribosomal protein L1
SAOUHSC_00520,SAOUHSC_00520,0,520251,520751,1,0,0,501,0,ribosomal protein L10
SAOUHSC_00521,SAOUHSC_00521,0,520794,521162,1,2,0.002710027100271,369,1,ribosomal protein L7/L12
SAOUHSC_00523,SAOUHSC_00523,0,521337,521945,1,147,0.0459770114942529,609,28,conserved hypothetical protein
SAOUHSC_00524,SAOUHSC_00524,0,522301,525711,1,0,0,3411,0,RNA polymerase beta chain, putative
SAOUHSC_00525,SAOUHSC_00525,0,525875,529471,1,5,0.00139004726160689,3597,5,DNA directed RNA polymerase beta-prime chain, putative
SAOUHSC_00526,SAOUHSC_00526,0,529608,529862,1,2,0.00784313725490196,255,2,conserved hypothetical protein
SAOUHSC_00527,SAOUHSC_00527,0,529960,530373,1,0,0,414,0,ribosomal protein S12
SAOUHSC_00528,SAOUHSC_00528,0,530439,530909,1,1,0.00212314225053079,471,1,ribosomal protein S7
SAOUHSC_00529,SAOUHSC_00529,0,531032,533113,1,3,0.00144092219020173,2082,3,translation elongation factor G
SAOUHSC_00530,SAOUHSC_00530,0,533330,534514,1,0,0,1185,0,translation elongation factor Tu
SAOUHSC_00531,SAOUHSC_00531,0,534796,535971,-1,353,0.0450680272108844,1176,53,conserved hypothetical protein
SAOUHSC_00532,SAOUHSC_00532,0,536142,537329,1,196,0.0361952861952862,1188,43,conserved hypothetical protein
SAOUHSC_00533,SAOUHSC_00533,0,537595,538473,1,402,0.0455062571103527,879,40,conserved hypothetical protein
SAOUHSC_00534,SAOUHSC_00534,0,538632,540269,1,672,0.0561660561660562,1638,92,L-ribulokinase
SAOUHSC_00535,SAOUHSC_00535,0,540483,541448,1,239,0.0455486542443064,966,44,conserved hypothetical protein
SAOUHSC_00536,SAOUHSC_00536,0,541783,542859,1,31,0.0176415970287837,1077,19,branched-chain amino acid aminotransferase
SAOUHSC_00537,SAOUHSC_00537,0,542832,543005,1,75,0.0804597701149425,174,14,conserved hypothetical protein
SAOUHSC_00538,SAOUHSC_00538,0,543109,543792,1,155,0.0511695906432749,684,35,haloacid dehalogenase-like hydrolase, putative
SAOUHSC_00539,SAOUHSC_00539,0,543908,544570,-1,152,0.0452488687782805,663,30,conserved hypothetical protein
SAOUHSC_00540,SAOUHSC_00540,0,544563,545180,-1,353,0.06957928802589,618,43,conserved hypothetical protein
SAOUHSC_00541,SAOUHSC_00541,0,545247,545717,1,17,0.0212314225053079,471,10,conserved hypothetical protein
SAOUHSC_00542,SAOUHSC_00542,0,545864,546733,1,335,0.0494252873563218,870,43,conserved hypothetical protein
SAOUHSC_00543,SAOUHSC_00543,0,546754,547320,1,83,0.0317460317460317,567,18,conserved hypothetical protein
SAOUHSC_A00526,SAOUHSC_A00526,0,547608,547865,-1,31,0.0387596899224806,258,10,hypothetical protein
SAOUHSC_00544,SAOUHSC_00544,0,547751,550738,1,854,0.0425033467202142,2988,127,sdrC protein, putative
SAOUHSC_00545,SAOUHSC_00545,0,551105,555154,1,1032,0.0483950617283951,4050,196,sdrD protein, putative
SAOUHSC_00547,SAOUHSC_00547,0,555273,556745,1,701,0.054989816700611,1473,81,conserved hypothetical protein
SAOUHSC_00548,SAOUHSC_00548,0,556869,558359,-1,591,0.0630449362843729,1491,94,conserved hypothetical protein
SAOUHSC_00549,SAOUHSC_00549,0,558641,559519,-1,0,0,879,0,conserved hypothetical protein
SAOUHSC_00550,SAOUHSC_00550,0,559532,560197,-1,142,0.033033033033033,666,22,conserved hypothetical protein
SAOUHSC_00551,SAOUHSC_00551,0,560211,560573,-1,135,0.0523415977961433,363,19,conserved hypothetical protein
SAOUHSC_00552,SAOUHSC_00552,0,560849,561607,1,271,0.0579710144927536,759,44,conserved hypothetical protein
SAOUHSC_00553,SAOUHSC_00553,0,561684,562316,1,283,0.0631911532385466,633,40,conserved hypothetical protein
SAOUHSC_00554,SAOUHSC_00554,0,562363,562866,1,154,0.0436507936507936,504,22,SIS domain protein
SAOUHSC_00555,SAOUHSC_00555,0,562979,563626,1,355,0.0540123456790123,648,35,hydrolase, haloacid dehalogenase-like
SAOUHSC_00556,SAOUHSC_00556,0,564128,565528,1,883,0.0642398286937901,1401,90,proline/betaine transporter, putative
SAOUHSC_00557,SAOUHSC_00557,0,566072,567448,1,560,0.0595497458242556,1377,82,conserved hypothetical protein
SAOUHSC_00558,SAOUHSC_00558,0,567450,568589,1,225,0.0412280701754386,1140,47,acetyl-CoA acetyltransferase, putative
SAOUHSC_00559,SAOUHSC_00559,0,568564,568929,1,302,0.0601092896174863,366,22,conserved hypothetical protein
SAOUHSC_00560,SAOUHSC_00560,0,568932,569201,1,94,0.0555555555555556,270,15,conserved hypothetical protein
SAOUHSC_00561,SAOUHSC_00561,0,569402,569569,-1,61,0.0297619047619048,168,5,conserved hypothetical protein
SAOUHSC_00562,SAOUHSC_00562,0,570076,570906,-1,263,0.0505415162454874,831,42,phosphomethylpyrimidine kinase
SAOUHSC_00564,SAOUHSC_00564,0,571090,571746,1,345,0.0532724505327245,657,35,uracil-DNA glycosylase
SAOUHSC_00565,SAOUHSC_00565,0,571747,572127,1,431,0.041994750656168,381,16,conserved hypothetical protein
SAOUHSC_00567,SAOUHSC_00567,0,572260,572628,1,130,0.0596205962059621,369,22,conserved hypothetical protein
SAOUHSC_00569,SAOUHSC_00569,0,572749,574233,1,641,0.0592592592592593,1485,88,conserved hypothetical protein
SAOUHSC_00571,SAOUHSC_00571,0,574375,574827,-1,180,0.0573951434878587,453,26,conserved hypothetical protein
SAOUHSC_00572,SAOUHSC_00572,0,574840,575490,-1,136,0.0460829493087558,651,30,conserved hypothetical protein
SAOUHSC_00573,SAOUHSC_00573,0,576153,576905,-1,1,0.00132802124833997,753,1,conserved hypothetical protein
SAOUHSC_00574,SAOUHSC_00574,0,577073,578059,1,0,0,987,0,phosphate acetyltransferase
SAOUHSC_00575,SAOUHSC_00575,0,578134,578898,1,6,0.00392156862745098,765,3,conserved hypothetical protein
SAOUHSC_00577,SAOUHSC_00577,0,579485,580405,1,1,0.001085776330076,921,1,mevalonate kinase, putative
SAOUHSC_00578,SAOUHSC_00578,0,580410,581393,1,12,0.00508130081300813,984,5,diphosphomevalonate decarboxylase
SAOUHSC_00579,SAOUHSC_00579,0,581406,582482,1,4,0.000928505106778087,1077,1,phosphomevalonate kinase
SAOUHSC_00580,SAOUHSC_00580,0,582659,583000,1,57,0.0321637426900585,342,11,conserved hypothetical protein
SAOUHSC_00581,SAOUHSC_00581,0,583052,584374,-1,494,0.0582010582010582,1323,77,conserved hypothetical protein
SAOUHSC_00582,SAOUHSC_00582,0,584361,584777,-1,133,0.0479616306954436,417,20,conserved hypothetical protein
SAOUHSC_00583,SAOUHSC_00583,0,584859,584960,1,15,0.0392156862745098,102,4,conserved hypothetical protein
SAOUHSC_00584,SAOUHSC_00584,0,585426,586835,1,398,0.0432624113475177,1410,61,conserved hypothetical protein
SAOUHSC_00585,SAOUHSC_00585,0,586908,587465,1,353,0.0788530465949821,558,44,conserved hypothetical protein
SAOUHSC_00586,SAOUHSC_00586,0,587591,588232,1,579,0.0919003115264797,642,59,conserved hypothetical protein
SAOUHSC_00587,SAOUHSC_00587,0,588392,588937,1,288,0.0622710622710623,546,34,conserved hypothetical protein
SAOUHSC_00588,SAOUHSC_00588,0,589012,589641,1,304,0.0761904761904762,630,48,conserved hypothetical protein
SAOUHSC_00589,SAOUHSC_00589,0,589698,589814,1,51,0.0683760683760684,117,8,hypothetical protein
SAOUHSC_00591,SAOUHSC_00591,0,589837,590430,1,195,0.095959595959596,594,57,conserved hypothetical protein
SAOUHSC_00592,SAOUHSC_00592,0,590589,591230,1,358,0.0498442367601246,642,32,conserved hypothetical protein
SAOUHSC_00593,SAOUHSC_00593,0,591277,591744,1,167,0.0534188034188034,468,25,conserved hypothetical protein
SAOUHSC_00595,SAOUHSC_00595,0,591777,591905,1,139,0.0697674418604651,129,9,conserved hypothetical protein
SAOUHSC_00596,SAOUHSC_00596,0,592358,592987,1,196,0.053968253968254,630,34,conserved hypothetical protein
SAOUHSC_00598,SAOUHSC_00598,0,593183,593752,1,336,0.0824561403508772,570,47,conserved hypothetical protein
SAOUHSC_00599,SAOUHSC_00599,0,593789,594424,1,168,0.0613207547169811,636,39,conserved hypothetical protein
SAOUHSC_00600,SAOUHSC_00600,0,594375,594635,1,141,0.0498084291187739,261,13,conserved hypothetical protein
SAOUHSC_00602,SAOUHSC_00602,0,594659,595285,1,226,0.0861244019138756,627,54,conserved hypothetical protein
SAOUHSC_00603,SAOUHSC_00603,0,595555,596493,1,191,0.0468583599574015,939,44,conserved hypothetical protein
SAOUHSC_00604,SAOUHSC_00604,0,596704,597240,1,146,0.0484171322160149,537,26,conserved hypothetical protein
SAOUHSC_00605,SAOUHSC_00605,0,597409,597885,1,270,0.0691823899371069,477,33,conserved hypothetical protein
SAOUHSC_00606,SAOUHSC_00606,0,597925,599220,1,282,0.0540123456790123,1296,70,conserved hypothetical protein
SAOUHSC_00607,SAOUHSC_00607,0,599248,599769,1,123,0.0613026819923372,522,32,conserved hypothetical protein
SAOUHSC_00608,SAOUHSC_00608,0,600268,601278,1,198,0.0514342235410485,1011,52,alcohol dehydrogenase I, putative
SAOUHSC_00609,SAOUHSC_00609,0,601353,601460,1,51,0.0555555555555556,108,6,conserved hypothetical protein
SAOUHSC_00610,SAOUHSC_00610,0,601586,601969,1,42,0.0338541666666667,384,13,conserved hypothetical protein
SAOUHSC_00611,SAOUHSC_00611,0,601966,603627,1,41,0.000601684717208183,1662,1,arginyl-tRNA synthetase
SAOUHSC_00612,SAOUHSC_00612,0,604016,604651,1,233,0.0723270440251572,636,46,endonuclease III, putative
SAOUHSC_00613,SAOUHSC_00613,0,605090,605917,1,362,0.0579710144927536,828,48,iron compound ABC transporter, substrate-binding protein, putative
SAOUHSC_00614,SAOUHSC_00614,0,606065,607015,1,477,0.0694006309148265,951,66,conserved hypothetical protein
SAOUHSC_00615,SAOUHSC_00615,0,607070,607789,1,395,0.0555555555555556,720,40,haloacid dehalogenase-like hydrolase, putative
SAOUHSC_00616,SAOUHSC_00616,0,607773,608573,1,224,0.0499375780274657,801,40,conserved hypothetical protein
SAOUHSC_00617,SAOUHSC_00617,0,608709,609215,1,177,0.0473372781065089,507,24,conserved hypothetical protein
SAOUHSC_00618,SAOUHSC_00618,0,609377,610093,1,318,0.0739191073919107,717,53,conserved hypothetical protein
SAOUHSC_00619,SAOUHSC_00619,0,610262,611050,1,356,0.0608365019011407,789,48,conserved hypothetical protein
SAOUHSC_00620,SAOUHSC_00620,0,611301,611675,-1,815,0.032,375,12,staphylococcal accessory regulator T, putative
SAOUHSC_00621,SAOUHSC_00621,0,612623,613516,-1,298,0.0626398210290828,894,56,conserved hypothetical protein
SAOUHSC_00622,SAOUHSC_00622,0,613747,614088,-1,121,0.0555555555555556,342,19,conserved hypothetical protein
SAOUHSC_00624,SAOUHSC_00624,0,614350,614910,1,349,0.0695187165775401,561,39,integrase/recombinase, putative
SAOUHSC_00625,SAOUHSC_00625,0,614929,617331,1,1148,0.0636704119850187,2403,153,conserved hypothetical protein
SAOUHSC_00626,SAOUHSC_00626,0,617318,617743,1,257,0.0539906103286385,426,23,conserved hypothetical protein
SAOUHSC_00627,SAOUHSC_00627,0,617740,618084,1,338,0.0840579710144927,345,29,conserved hypothetical protein
SAOUHSC_00628,SAOUHSC_00628,0,618074,619570,1,627,0.0634602538410154,1497,95,conserved hypothetical protein
SAOUHSC_00629,SAOUHSC_00629,0,619571,620053,1,218,0.0703933747412008,483,34,conserved hypothetical protein
SAOUHSC_00630,SAOUHSC_00630,0,620013,620339,-1,133,0.0519877675840979,327,17,hypothetical protein
SAOUHSC_00632,SAOUHSC_00632,0,620306,620764,1,113,0.0392156862745098,459,18,conserved hypothetical protein
SAOUHSC_00633,SAOUHSC_00633,0,621143,623146,1,878,0.0658682634730539,2004,132,conserved hypothetical protein
SAOUHSC_00634,SAOUHSC_00634,0,624572,625510,-1,86,0.0351437699680511,939,33,ABC transporter, substrate-binding protein, putative
SAOUHSC_00636,SAOUHSC_00636,0,625507,626343,-1,129,0.0561529271206691,837,47,iron (chelated) ABC transporter, permease protein, putative
SAOUHSC_00637,SAOUHSC_00637,0,626337,627080,-1,137,0.0470430107526882,744,35,conserved hypothetical protein
SAOUHSC_00638,SAOUHSC_00638,0,627202,627846,1,78,0.0387596899224806,645,25,conserved hypothetical protein
SAOUHSC_00639,SAOUHSC_00639,0,627926,628678,-1,483,0.0743691899070385,753,56,conserved hypothetical protein
SAOUHSC_00640,SAOUHSC_00640,0,628914,629678,1,0,0,765,0,conserved hypothetical protein
SAOUHSC_00641,SAOUHSC_00641,0,629739,630533,-1,0,0,795,0,teichoic acid translocation ATP-binding protein, putative
SAOUHSC_00642,SAOUHSC_00642,0,630880,631692,1,18,0.003690036900369,813,3,teichoic acid biosynthesis protein, putative
SAOUHSC_00643,SAOUHSC_00643,0,631791,632894,1,15,0.00181159420289855,1104,2,tagB protein, putative
SAOUHSC_00644,SAOUHSC_00644,0,632891,633952,1,588,0.0602636534839925,1062,64,tagX protein, putative
SAOUHSC_00645,SAOUHSC_00645,0,634015,634413,1,24,0.0050125313283208,399,2,glycerol-3-phosphate cytidylyltransferase
SAOUHSC_00646,SAOUHSC_00646,0,634530,635825,-1,608,0.0679012345679012,1296,88,penicillin-binding protein 4, putative
SAOUHSC_00647,SAOUHSC_00647,0,636246,637973,1,27455,0.0532407407407407,1728,92,conserved hypothetical protein
SAOUHSC_00648,SAOUHSC_00648,0,638332,639561,1,322,0.0463414634146341,1230,57,conserved hypothetical protein
SAOUHSC_00650,SAOUHSC_00650,0,639816,639908,1,23,0.0752688172043011,93,7,conserved hypothetical protein
SAOUHSC_00651,SAOUHSC_00651,0,640086,640919,1,638,0.0671462829736211,834,56,conserved hypothetical protein
SAOUHSC_00652,SAOUHSC_00652,0,641201,641998,1,241,0.050125313283208,798,40,iron compound ABC transporter, ATP-binding protein
SAOUHSC_00653,SAOUHSC_00653,0,642034,643038,1,470,0.0606965174129353,1005,61,ferrichrome transport permease fhuB, putative
SAOUHSC_00654,SAOUHSC_00654,0,643035,644051,1,503,0.0648967551622419,1017,66,ferrichrome ABC transporter (permease), putative
SAOUHSC_00655,SAOUHSC_00655,0,644285,645253,1,201,0.0402476780185759,969,39,conserved hypothetical protein
SAOUHSC_00656,SAOUHSC_00656,0,645295,645879,1,136,0.0393162393162393,585,23,conserved hypothetical protein
SAOUHSC_00658,SAOUHSC_00658,0,645872,646234,1,91,0.0385674931129477,363,14,conserved hypothetical protein
SAOUHSC_00659,SAOUHSC_00659,0,646350,646847,1,23,0.0100401606425703,498,5,conserved hypothetical protein
SAOUHSC_00660,SAOUHSC_00660,0,647303,648370,1,794,0.0861423220973783,1068,92,conserved hypothetical protein
SAOUHSC_00661,SAOUHSC_00661,0,648521,649564,1,397,0.0555555555555556,1044,58,conserved hypothetical protein
SAOUHSC_A00635,SAOUHSC_A00635,0,649729,649917,-1,33,0.0423280423280423,189,8,hypothetical protein
SAOUHSC_00662,SAOUHSC_00662,0,649893,650321,1,229,0.0722610722610723,429,31,conserved hypothetical protein
SAOUHSC_00663,SAOUHSC_00663,0,650530,651036,-1,167,0.0493096646942801,507,25,conserved hypothetical protein
SAOUHSC_00664,SAOUHSC_00664,0,651149,652072,1,683,0.0551948051948052,924,51,conserved hypothetical protein
SAOUHSC_00665,SAOUHSC_00665,0,652088,652762,1,668,0.0651851851851852,675,44,conserved hypothetical protein
SAOUHSC_00666,SAOUHSC_00666,0,652755,653795,1,1029,0.0672430355427474,1041,70,conserved hypothetical protein
SAOUHSC_00667,SAOUHSC_00667,0,653939,654700,1,876,0.0643044619422572,762,49,ABC transporter ATP-binding protein, putative
SAOUHSC_00668,SAOUHSC_00668,0,654690,656579,1,2215,0.0798941798941799,1890,151,ABC transporter permease, putative
SAOUHSC_00669,SAOUHSC_00669,0,657304,657921,1,159,0.0453074433656958,618,28,conserved hypothetical protein
SAOUHSC_00670,SAOUHSC_00670,0,657937,658944,1,223,0.0386904761904762,1008,39,conserved hypothetical protein
SAOUHSC_00671,SAOUHSC_00671,0,659532,660329,-1,292,0.0488721804511278,798,39,secretory antigen SsaA-like protein
SAOUHSC_00672,SAOUHSC_00672,0,660690,661334,1,110,0.0542635658914729,645,35,conserved hypothetical protein
SAOUHSC_00673,SAOUHSC_00673,0,662031,664181,1,1197,0.0641562064156206,2151,138,conserved hypothetical protein
SAOUHSC_00674,SAOUHSC_00674,0,664261,664686,1,191,0.0774647887323944,426,33,conserved hypothetical protein
SAOUHSC_00675,SAOUHSC_00675,0,664876,665592,1,233,0.0418410041841004,717,30,conserved hypothetical protein
SAOUHSC_00676,SAOUHSC_00676,0,665592,666065,1,154,0.0464135021097046,474,22,conserved hypothetical protein
SAOUHSC_00677,SAOUHSC_00677,0,666157,666273,1,29,0.0683760683760684,117,8,conserved hypothetical protein
SAOUHSC_00678,SAOUHSC_00678,0,666418,667062,1,501,0.0775193798449612,645,50,conserved hypothetical protein
SAOUHSC_00679,SAOUHSC_00679,0,667178,668044,1,277,0.0484429065743945,867,42,conserved hypothetical protein
SAOUHSC_00680,SAOUHSC_00680,0,668104,668199,1,26,0.0416666666666667,96,4,hypothetical protein
SAOUHSC_00681,SAOUHSC_00681,0,668245,669465,1,497,0.0647010647010647,1221,79,major facilitator superfamily protein superfamily
SAOUHSC_00682,SAOUHSC_00682,0,669462,669950,1,353,0.0838445807770961,489,41,conserved hypothetical protein
SAOUHSC_00683,SAOUHSC_00683,0,670049,670738,-1,296,0.063768115942029,690,44,conserved hypothetical protein
SAOUHSC_00684,SAOUHSC_00684,0,670865,671308,1,307,0.0743243243243243,444,33,conserved hypothetical protein
SAOUHSC_00685,SAOUHSC_00685,0,671375,671770,1,28,0.0202020202020202,396,8,conserved hypothetical protein
SAOUHSC_00686,SAOUHSC_00686,0,671908,672207,1,155,0.06,300,18,conserved hypothetical protein
SAOUHSC_00687,SAOUHSC_00687,0,672287,672829,1,131,0.0497237569060773,543,27,conserved hypothetical protein
SAOUHSC_00688,SAOUHSC_00688,0,672925,673491,-1,163,0.0529100529100529,567,30,conserved hypothetical protein
SAOUHSC_00689,SAOUHSC_00689,0,673493,673951,-1,220,0.0392156862745098,459,18,conserved hypothetical protein
SAOUHSC_00690,SAOUHSC_00690,0,673954,674637,-1,148,0.0423976608187134,684,29,conserved hypothetical protein
SAOUHSC_00691,SAOUHSC_00691,0,674809,675684,-1,412,0.0650684931506849,876,57,undecaprenol kinase, putative
SAOUHSC_00692,SAOUHSC_00692,0,675903,677534,1,638,0.0563725490196078,1632,92,conserved hypothetical protein
SAOUHSC_00693,SAOUHSC_00693,0,677531,679204,1,507,0.0597371565113501,1674,100,conserved hypothetical protein
SAOUHSC_00694,SAOUHSC_00694,0,679331,679774,-1,96,0.0518018018018018,444,23,conserved hypothetical protein
SAOUHSC_00695,SAOUHSC_00695,0,680001,680927,1,209,0.0453074433656958,927,42,conserved hypothetical protein
SAOUHSC_00696,SAOUHSC_00696,0,681030,681938,1,203,0.0462046204620462,909,42,conserved hypothetical protein
SAOUHSC_00697,SAOUHSC_00697,0,681973,682260,1,101,0.0694444444444444,288,20,conserved hypothetical protein
SAOUHSC_00698,SAOUHSC_00698,0,682543,684096,1,472,0.0540540540540541,1554,84,conserved hypothetical protein
SAOUHSC_00699,SAOUHSC_00699,0,684182,685555,1,563,0.0465793304221252,1374,64,deoxyribodipyrimidine photolyase, putative
SAOUHSC_00700,SAOUHSC_00700,0,685710,686057,-1,292,0.0890804597701149,348,31,conserved hypothetical protein
SAOUHSC_00701,SAOUHSC_00701,0,685991,686608,-1,391,0.0679611650485437,618,42,conserved hypothetical protein
SAOUHSC_00702,SAOUHSC_00702,0,686794,687216,-1,167,0.0591016548463357,423,25,conserved hypothetical protein
SAOUHSC_00703,SAOUHSC_00703,0,687425,688591,1,506,0.0548414738646101,1167,64,quinolone resistance norA protein, putative
SAOUHSC_00704,SAOUHSC_00704,0,688884,689336,1,362,0.0838852097130243,453,38,conserved hypothetical protein
SAOUHSC_00705,SAOUHSC_00705,0,689510,689992,1,99,0.0476190476190476,483,23,conserved hypothetical protein
SAOUHSC_00706,SAOUHSC_00706,0,690242,691006,1,301,0.0627450980392157,765,48,conserved hypothetical protein
SAOUHSC_00707,SAOUHSC_00707,0,691003,691923,1,258,0.0380021715526602,921,35,fructose 1-phosphate kinase, putative
SAOUHSC_00708,SAOUHSC_00708,0,691929,693887,1,456,0.0438999489535477,1959,86,fructose specific permease, putative
SAOUHSC_00709,SAOUHSC_00709,0,693941,694114,-1,150,0.0689655172413793,174,12,hypothetical protein
SAOUHSC_00710,SAOUHSC_00710,0,694195,695376,1,295,0.0431472081218274,1182,51,N-acetylglucosamine-6-phosphate deacetylase
SAOUHSC_00711,SAOUHSC_00711,0,695597,696946,1,562,0.0585185185185185,1350,79,conserved hypothetical protein
SAOUHSC_00712,SAOUHSC_00712,0,697168,698007,1,247,0.055952380952381,840,47,conserved hypothetical protein
SAOUHSC_00713,SAOUHSC_00713,0,698139,699122,1,351,0.0609756097560976,984,60,conserved hypothetical protein
SAOUHSC_00714,SAOUHSC_00714,0,699194,700249,-1,765,0.0785984848484848,1056,83,sensor histidine kinase SaeS, putative
SAOUHSC_00715,SAOUHSC_00715,0,700249,700935,-1,225,0.0553129548762737,687,38,response regulator, putative
SAOUHSC_00716,SAOUHSC_00716,0,700910,701383,-1,151,0.0569620253164557,474,27,conserved hypothetical protein
SAOUHSC_00717,SAOUHSC_00717,0,701725,702165,-1,52,0.054421768707483,441,24,conserved hypothetical protein
SAOUHSC_00718,SAOUHSC_00718,0,702445,703029,-1,308,0.0769230769230769,585,45,conserved hypothetical protein
SAOUHSC_00719,SAOUHSC_00719,0,703128,703841,-1,93,0.0336134453781513,714,24,conserved hypothetical protein
SAOUHSC_00720,SAOUHSC_00720,0,703845,704264,-1,67,0.0357142857142857,420,15,6-pyruvoyl tetrahydropterin synthase superfamily, putative
SAOUHSC_00721,SAOUHSC_00721,0,704266,704934,-1,56,0.0298953662182362,669,20,conserved hypothetical protein
SAOUHSC_00722,SAOUHSC_00722,0,705285,705878,1,313,0.0622895622895623,594,37,para-aminobenzoate synthase, glutamine amidotransferase, component II, putative
SAOUHSC_00723,SAOUHSC_00723,0,705862,707013,1,511,0.0703125,1152,81,conserved hypothetical protein
SAOUHSC_00724,SAOUHSC_00724,0,707013,707621,1,148,0.0426929392446634,609,26,chorismate binding enzyme, putative
SAOUHSC_00725,SAOUHSC_00725,0,707687,707893,1,153,0.0821256038647343,207,17,conserved hypothetical protein
SAOUHSC_00726,SAOUHSC_00726,0,707981,708691,1,250,0.0548523206751055,711,39,conserved hypothetical protein
SAOUHSC_00727,SAOUHSC_00727,0,708675,709679,1,452,0.0517412935323383,1005,52,conserved hypothetical protein
SAOUHSC_00728,SAOUHSC_00728,0,710153,712093,1,40,0.00257599175682638,1941,5,conserved hypothetical protein
SAOUHSC_A00703,SAOUHSC_A00703,0,712235,712393,-1,66,0.0943396226415094,159,15,hypothetical protein
SAOUHSC_00729,SAOUHSC_00729,0,712364,714247,1,294,0.0376857749469214,1884,71,ABC transporter, ATP-binding protein
SAOUHSC_00730,SAOUHSC_00730,0,714259,716040,1,435,0.0505050505050505,1782,90,ATP-dependent DNA helicase RecQ
SAOUHSC_00731,SAOUHSC_00731,0,716262,717239,1,227,0.0419222903885481,978,41,ABC transporter domain protein
SAOUHSC_00732,SAOUHSC_00732,0,717232,718746,1,663,0.062046204620462,1515,94,amino acid ABC transporter, permease protein, putative
SAOUHSC_00733,SAOUHSC_00733,0,718986,720044,1,296,0.0547686496694995,1059,58,histidinol-phosphate aminotransferase
SAOUHSC_00734,SAOUHSC_00734,0,720395,720937,1,232,0.0515653775322284,543,28,conserved hypothetical protein
SAOUHSC_00735,SAOUHSC_00735,0,721050,721148,1,7,0.0404040404040404,99,4,conserved hypothetical protein
SAOUHSC_00736,SAOUHSC_00736,0,721561,722478,-1,515,0.0642701525054466,918,59,conserved hypothetical protein
SAOUHSC_00737,SAOUHSC_00737,0,722569,722670,1,100,0.107843137254902,102,11,hypothetical protein
SAOUHSC_00738,SAOUHSC_00738,0,722748,724253,-1,665,0.0630810092961487,1506,95,conserved hypothetical protein
SAOUHSC_00739,SAOUHSC_00739,0,724594,725094,-1,198,0.0598802395209581,501,30,conserved hypothetical protein
SAOUHSC_00740,SAOUHSC_00740,0,725114,725848,-1,488,0.0653061224489796,735,48,conserved hypothetical protein
SAOUHSC_00741,SAOUHSC_00741,0,726781,727179,1,0,0,399,0,ribonucleoside-diphosphate reductase 2, putative
SAOUHSC_00742,SAOUHSC_00742,0,727082,729247,1,10,0.000923361034164358,2166,2,ribonucleotide-diphosphate reductase alpha chain, putative
SAOUHSC_00743,SAOUHSC_00743,0,729365,730336,1,8,0.00205761316872428,972,2,ribonucleotide-disphosphate reductase beta chain, putative
SAOUHSC_00744,SAOUHSC_00744,0,730469,730573,1,32,0.0285714285714286,105,3,conserved hypothetical protein
SAOUHSC_00745,SAOUHSC_00745,0,730850,731005,1,18,0.0256410256410256,156,4,conserved hypothetical protein
SAOUHSC_00746,SAOUHSC_00746,0,731044,732015,1,230,0.0473251028806584,972,46,conserved hypothetical protein
SAOUHSC_00747,SAOUHSC_00747,0,732002,732958,1,375,0.0741901776384535,957,71,conserved hypothetical protein
SAOUHSC_00748,SAOUHSC_00748,0,732955,733716,1,235,0.057742782152231,762,44,conserved hypothetical protein
SAOUHSC_00749,SAOUHSC_00749,0,733835,734863,1,330,0.0524781341107872,1029,54,conserved hypothetical protein
SAOUHSC_00751,SAOUHSC_00751,0,735180,735494,-1,103,0.0507936507936508,315,16,conserved hypothetical protein
SAOUHSC_00752,SAOUHSC_00752,0,735512,736435,-1,0,0,924,0,UDP-N-acetylenolpyruvoylglucosamine reductase, putative
SAOUHSC_00753,SAOUHSC_00753,0,736562,737080,-1,428,0.0789980732177264,519,41,conserved hypothetical protein
SAOUHSC_00754,SAOUHSC_00754,0,737200,738078,1,439,0.0693970420932878,879,61,conserved hypothetical protein
SAOUHSC_00755,SAOUHSC_00755,0,738232,738552,1,49,0.0467289719626168,321,15,conserved hypothetical protein
SAOUHSC_00756,SAOUHSC_00756,0,738977,740101,1,309,0.0462222222222222,1125,52,conserved hypothetical protein
SAOUHSC_00757,SAOUHSC_00757,0,740290,741516,-1,363,0.052159739201304,1227,64,peptidase T, putative
SAOUHSC_00758,SAOUHSC_00758,0,741530,742024,-1,286,0.0747474747474747,495,37,conserved hypothetical protein
SAOUHSC_00759,SAOUHSC_00759,0,742042,742803,-1,263,0.0498687664041995,762,38,conserved hypothetical protein
SAOUHSC_00760,SAOUHSC_00760,0,742999,744069,-1,204,0.0522875816993464,1071,56,conserved hypothetical protein
SAOUHSC_00762,SAOUHSC_00762,0,744387,745442,1,1,0.000946969696969697,1056,1,conserved hypothetical protein
SAOUHSC_00763,SAOUHSC_00763,0,745612,746253,-1,170,0.0482866043613707,642,31,conserved hypothetical protein
SAOUHSC_00764,SAOUHSC_00764,0,746397,746780,1,174,0.0651041666666667,384,25,conserved hypothetical protein
SAOUHSC_00765,SAOUHSC_00765,0,747288,748226,1,357,0.0468583599574015,939,44,conserved hypothetical protein
SAOUHSC_00766,SAOUHSC_00766,0,748219,748893,1,222,0.0518518518518519,675,35,conserved hypothetical protein
