	ID	name	annot	nbIns	nbsites	insRate	call	Bayes_class	Bayes_class_4	biotradis	Chaudhuri	Santiago	valentino
385	SAOUHSC_00421	SAOUHSC_00421	conserved hypothetical protein	48	75	0.64	NE	NE	NE	NE	NA	NE	NA
386	SAOUHSC_00422	SAOUHSC_00422	trans-sulfuration enzyme family protein%2C putative	64	94	0.6808510638297872	NE	NE	NE	NE	NA	NE	NA
387	SAOUHSC_00423	SAOUHSC_00423	conserved hypothetical protein	53	77	0.6883116883116883	NE	NE	NE	NE	NA	NE	NA
388	SAOUHSC_00424	SAOUHSC_00424	ABC transporter%2C permease protein%2C putative	42	72	0.5833333333333334	NE	NE	NE	NE	NA	NE	NA
389	SAOUHSC_00426	SAOUHSC_00426	ABC transporter%2C substrate-binding protein%2C putative	39	73	0.5342465753424658	NE	NE	NE	NE	NA	NE	NA
390	SAOUHSC_00427	SAOUHSC_00427	autolysin precursor%2C putative	82	109	0.7522935779816514	NE	NE	NE	NE	NA	NE	NA
391	SAOUHSC_00428	SAOUHSC_00428	conserved hypothetical protein	19	29	0.6551724137931034	NE	NE	NE	NE	NA	NE	NA
392	SAOUHSC_00429	SAOUHSC_00429	MutT/nudix family protein%2C putative	20	33	0.6060606060606061	NE	NE	NE	NE	NA	NE	NA
393	SAOUHSC_00430	SAOUHSC_00430	conserved hypothetical protein	22	42	0.5238095238095238	NE	NE	NE	NE	NA	NE	NA
394	SAOUHSC_00431	SAOUHSC_00431	conserved hypothetical protein	38	74	0.5135135135135135	NE	NE	NE	NE	NA	NE	NA
395	SAOUHSC_00433	SAOUHSC_00433	conserved hypothetical protein	73	113	0.6460176991150443	NE	NE	NE	NE	NA	NE	NA
396	SAOUHSC_00434	SAOUHSC_00434	transcriptional regulator%2C lysR family%2C putative	59	92	0.6413043478260869	NE	NE	NE	NE	NA	NE	NA
397	SAOUHSC_00435	SAOUHSC_00435	glutamate synthase%2C large subunit%2C putative	207	354	0.5847457627118644	NE	NE	NE	NE	NA	NE	NA
398	SAOUHSC_00436	gltD	glutamate synthase is composed of subunits alpha and beta%3B beta subunit is a flavin adenine dinucleotide-NADPH dependent oxidoreductase%3B provides electrons to the alpha subunit%2C which binds L-glutamine and 2-oxoglutarate and forms L-glutamate	85	124	0.6854838709677419	NE	NE	NE	NE	NA	NE	NA
399	SAOUHSC_00437	SAOUHSC_00437	conserved hypothetical protein	72	117	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
400	SAOUHSC_00438	SAOUHSC_00438	alpha amylase family protein%2C putative	73	130	0.5615384615384615	NE	NE	NE	NE	NA	NE	NA
401	SAOUHSC_00439	SAOUHSC_00439	conserved hypothetical protein	34	54	0.6296296296296297	NE	NE	NE	NE	NA	NE	NA
402	SAOUHSC_00440	SAOUHSC_00440	conserved hypothetical protein	4	6	0.6666666666666666	S	NE	NE	NE	NA	DES	NA
403	SAOUHSC_00441	SAOUHSC_00441	conserved hypothetical protein	34	48	0.7083333333333334	NE	NE	NE	NE	NA	NE	NA
404	SAOUHSC_00442	SAOUHSC_00442	DNA polymerase III%2C gamma and tau subunits%2C putative	1	121	0.008264462809917356	U	ES	ES	ES	ES	ES	ES
405	SAOUHSC_00444	SAOUHSC_00444	conserved hypothetical protein	0	19	0.0	E	ES	ES	ES	ES	ES	ES
406	SAOUHSC_00445	recR	involved in a recombinational process of DNA repair%2C independent of the recBC complex	6	56	0.10714285714285714	U	U	ES	ES	NA	ES	NA
407	SAOUHSC_00446	SAOUHSC_00446	-	5	10	0.5	S	NE	NE	NE	NA	NE	NA
408	SAOUHSC_00450	SAOUHSC_00450	Orn/Lys/Arg decarboxylase%2C putative	52	120	0.43333333333333335	NE	NE	NE	NE	NA	NE	NA
409	SAOUHSC_00451	tmk	catalyzes the reversible phosphoryl transfer from adenosine triphosphate (ATP) to thymidine monophosphate (dTMP) to form thymidine diphosphate (dTDP)	2	56	0.03571428571428571	E	ES	ES	ES	ES	ES	ES
410	SAOUHSC_00452	SAOUHSC_00452	conserved hypothetical protein	14	25	0.56	NE	NE	NE	NE	NA	NE	NA
411	SAOUHSC_00454	SAOUHSC_00454	DNA polymerase III%2C delta prime subunit%2C putative	3	80	0.0375	E	ES	ES	ES	ES	ES	ES
412	SAOUHSC_00455	SAOUHSC_00455	conserved hypothetical protein	42	81	0.5185185185185185	NE	NE	NE	NE	NA	NE	NA
413	SAOUHSC_00456	SAOUHSC_00456	in Bacillus subtilis this protein is involved in the negative regulation of DNA replication initiation%3B interacts with DnaN and DnaA	12	23	0.5217391304347826	NE	NE	NE	NE	NA	NE	NA
414	SAOUHSC_00457	SAOUHSC_00457	conserved hypothetical protein	38	60	0.6333333333333333	NE	NE	NE	NE	NA	NE	NA
415	SAOUHSC_00458	SAOUHSC_00458	conserved hypothetical protein	16	26	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
416	SAOUHSC_00459	SAOUHSC_00459	conserved hypothetical protein	48	81	0.5925925925925926	NE	NE	NE	NE	NA	NE	NA
417	SAOUHSC_00461	SAOUHSC_00461	methionine--tRNA ligase%3B MetRS%3B adds methionine to tRNA(Met) with cleavage of ATP to AMP and diphosphate%3B some MetRS enzymes form dimers depending on a C-terminal domain that is also found in other proteins such as Trbp111 in Aquifex aeolicus and the cold-shock protein CsaA from Bacillus subtilis while others do not%3B four subfamilies exist based on sequence motifs and zinc content	9	184	0.04891304347826087	E	ES	ES	ES	ES	ES	ES
418	SAOUHSC_00462	SAOUHSC_00462	conserved hypothetical protein	31	58	0.5344827586206896	NE	NE	NE	NE	NA	NE	NA
419	SAOUHSC_00463	SAOUHSC_00463	conserved hypothetical protein	19	43	0.4418604651162791	NE	NE	NE	NE	NA	NE	NA
420	SAOUHSC_00464	ksgA	catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rRNA%3B mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin	44	80	0.55	NE	NE	NE	NE	NA	NE	NA
421	SAOUHSC_00465	SAOUHSC_00465	conserved hypothetical protein	10	16	0.625	NE	NE	NE	NE	NA	NE	NA
422	SAOUHSC_00466	ipk	An essential enzyme in the nonmevalonate pathway of isopentenyl diphosphate and dimethylallyl diphosphate biosynthesis	60	78	0.7692307692307693	NE	NE	NE	NE	NA	NE	NA
423	SAOUHSC_00467	SAOUHSC_00467	pur operon repressor	65	76	0.8552631578947368	NE	NE	NE	NE	NA	NE	NA
424	SAOUHSC_00468	SAOUHSC_00468	conserved hypothetical protein	19	26	0.7307692307692307	NE	NE	NE	NE	NA	NE	NA
425	SAOUHSC_00469	SAOUHSC_00469	stage V sporulation protein G%3B essential for spore formation and a negative regulator of asymmetric septation in Bacillus%3B involved in methicillin-resistance%2C biofilm formation and capsular polysaccharide synthesis in Staphylococcus	15	20	0.75	NE	NE	NE	NE	NA	NE	NA
426	SAOUHSC_00470	SAOUHSC_00470	conserved hypothetical protein	5	13	0.38461538461538464	S	NE	NE	NE	NA	NE	NA
427	SAOUHSC_00471	glmU	forms a homotrimer%3B catalyzes the acetylation of glucosamine-1-phosphate and uridylation of N-acetylglucosamine-1-phosphate to produce UDP-GlcNAc%3B function in cell wall synthesis	2	98	0.02040816326530612	E	ES	ES	ES	ES	ES	ES
428	SAOUHSC_00472	SAOUHSC_00472	catalyzes the formation of 5-phospho-alpha-D-ribose 1-phosphate from D-ribose 5-phosphate and ATP	0	83	0.0	E	ES	ES	ES	ES	ES	ES
429	SAOUHSC_00473	SAOUHSC_00473	-	3	4	0.75	S	NE	NE	NE	NA	NE	ES
430	SAOUHSC_00474	SAOUHSC_00474	the Ctc family of proteins consists of two types%2C one that contains the N-terminal ribosomal protein L25 domain only which in Escherichia coli binds the 5S rRNA while a subset of proteins contain a C-terminal extension that is involved in the stress response	22	50	0.44	NE	NE	NE	NE	ES	NE	NA
431	SAOUHSC_00475	SAOUHSC_00475	Enables the recycling of peptidyl-tRNAs produced at termination of translation	1	48	0.020833333333333332	E	ES	ES	ES	ES	DES	ES
432	SAOUHSC_00477	SAOUHSC_00477	transcription-repair coupling factor	123	281	0.4377224199288256	NE	NE	NE	NE	NA	NE	NA
433	SAOUHSC_00479	SAOUHSC_00479	conserved hypothetical protein	105	165	0.6363636363636364	NE	NE	NE	NE	NA	NE	NA
434	SAOUHSC_00480	SAOUHSC_00480	conserved hypothetical protein	52	96	0.5416666666666666	NE	NE	NE	NE	NA	DES	NA
435	SAOUHSC_00481	SAOUHSC_00481	conserved hypothetical protein	10	26	0.38461538461538464	NE	NE	NE	NE	NA	ES	ES
436	SAOUHSC_00482	SAOUHSC_00482	conserved hypothetical protein	1	23	0.043478260869565216	E	ES	ES	ES	ES	ES	ES
437	SAOUHSC_00483	SAOUHSC_00483	S1 RNA binding domain protein	16	30	0.5333333333333333	NE	NE	NE	NE	NA	NE	NA
438	SAOUHSC_00484	SAOUHSC_00484	conserved hypothetical protein	2	137	0.014598540145985401	U	ES	ES	ES	ES	ES	ES
439	SAOUHSC_00485	SAOUHSC_00485	hypoxanthine phosphoribosyltransferase	2	61	0.03278688524590164	E	ES	ES	ES	NA	ES	NA
440	SAOUHSC_00486	SAOUHSC_00486	conserved hypothetical protein	18	165	0.10909090909090909	E	U	ES	ES	NA	ES	ES
441	SAOUHSC_00487	hslO	becomes active under oxidative stress%3B four conserved cysteines bind a zinc atom when they are in the reduced state and the enzyme is inactive%3B oxidative stress results in oxidized cysteines%2C release of zinc%2C and binding of Hsp33 to aggregation-prone proteins%3B forms dimers and higher order oligomers	38	63	0.6031746031746031	NE	NE	NE	NE	NA	NE	NA
442	SAOUHSC_00488	SAOUHSC_00488	conserved hypothetical protein	45	81	0.5555555555555556	NE	NE	NE	NE	NA	NE	NA
443	SAOUHSC_00489	SAOUHSC_00489	dihydropteroate synthase	2	65	0.03076923076923077	E	ES	ES	ES	ES	DES	ES
444	SAOUHSC_00490	SAOUHSC_00490	dihydroneopterin aldolase	1	32	0.03125	E	ES	ES	ES	ES	ES	ES
445	SAOUHSC_00491	SAOUHSC_00491	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	3	42	0.07142857142857142	E	ES	ES	ES	ES	ES	ES
446	SAOUHSC_00492	SAOUHSC_00492	conserved hypothetical protein	6	9	0.6666666666666666	S	NE	NE	NE	NA	DES	NA
447	SAOUHSC_00493	lysS	class II%3B LysRS2%3B catalyzes a two-step reaction%2C first charging a lysine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B in Methanosarcina barkeri%2C LysRS2 charges both tRNA molecules for lysine that exist in this organism and in addition can charge the tRNAPyl with lysine in the presence of LysRS1	1	125	0.008	E	ES	ES	ES	ES	ES	ES
448	SAOUHSC_00497	SAOUHSC_00497	conserved hypothetical protein	72	139	0.5179856115107914	NE	NE	NE	NE	NA	NE	NA
449	SAOUHSC_00499	SAOUHSC_00499	with PdxT forms pyridoxal 5'-phosphate from glutamine%2C either ribose 5-phosphate or ribulose 5-phosphate%2C and either glyceraldehyde 3-phosphate or dihydroxyacetone phosphate	24	70	0.34285714285714286	NE	NE	NE	U	NA	NE	NA
450	SAOUHSC_00500	SAOUHSC_00500	with PdxST is involved in the biosynthesis of pyridoxal 5'-phosphate%3B PdxT catalyzes the hydrolysis of glutamine to glutamate and ammonia%3B PdxS utilizes the ammonia to synthesize pyridoxal 5'-phosphate	42	66	0.6363636363636364	NE	NE	NE	NE	NA	NE	NA
451	SAOUHSC_00501	SAOUHSC_00501	conserved hypothetical protein	67	118	0.5677966101694916	NE	NE	NE	NE	NA	NE	NA
452	SAOUHSC_00502	SAOUHSC_00502	conserved hypothetical protein	23	44	0.5227272727272727	NE	NE	NE	NE	NA	NE	NA
453	SAOUHSC_00503	SAOUHSC_00503	UvrB/uvrC motif domain protein	16	26	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
454	SAOUHSC_00504	SAOUHSC_00504	ATP:guanido phosphotransferase%2C C-terminal catalytic domain protein	69	98	0.7040816326530612	NE	NE	NE	NE	NA	NE	NA
455	SAOUHSC_00505	SAOUHSC_00505	endopeptidase%2C putative	90	204	0.4411764705882353	NE	NE	NE	NE	NA	NE	NA
456	SAOUHSC_00507	SAOUHSC_00507	Sms%3B stabilizes the strand-invasion intermediate during the DNA repair%3B involved in recombination of donor DNA and plays an important role in DNA damage repair after exposure to mutagenic agents	63	104	0.6057692307692307	NE	NE	NE	NE	NA	NE	NA
457	SAOUHSC_00508	SAOUHSC_00508	conserved hypothetical protein	65	117	0.5555555555555556	NE	NE	NE	NE	NA	NE	NA
458	SAOUHSC_00509	gltX	Charges one glutamine molecule and pairs it to its corresponding RNA trinucleotide during protein translation	4	115	0.034782608695652174	E	ES	ES	ES	ES	DES	ES
459	SAOUHSC_00510	SAOUHSC_00510	serine acetyltransferase%2C putative	1	50	0.02	E	ES	ES	ES	ES	ES	ES
460	SAOUHSC_00511	cysS	catalyzes a two-step reaction%3B charges a cysteine by linking its carboxyl group to the alpha-phosphate of ATP then transfers the aminoacyl-adenylate to its tRNA	2	135	0.014814814814814815	E	ES	ES	ES	ES	ES	ES
461	SAOUHSC_00512	SAOUHSC_00512	conserved hypothetical protein	22	46	0.4782608695652174	NE	NE	NE	NE	NA	NE	NA
462	SAOUHSC_00513	SAOUHSC_00513	conserved hypothetical protein	30	63	0.47619047619047616	NE	NE	NE	NE	NA	NE	NA
463	SAOUHSC_00514	SAOUHSC_00514	conserved hypothetical protein	34	42	0.8095238095238095	NE	NE	NE	NE	NA	NE	NA
464	SAOUHSC_00515	SAOUHSC_00515	conserved hypothetical protein	37	56	0.6607142857142857	NE	NE	NE	NE	NA	NE	NA
465	SAOUHSC_00516	secE	forms a complex with SecY and SecG%3B SecYEG forms a putative protein-conducting channel to which secA binds and translocates targeted polypeptides across the cytoplasmic membrane%2C a process driven by ATP and a proton-motive force	1	20	0.05	U	ES	ES	ES	ES	DES	ES
466	SAOUHSC_00517	SAOUHSC_00517	transcription antitermination protein%2C putative	15	41	0.36585365853658536	NE	NE	NE	NE	NA	NE	NA
467	SAOUHSC_00518	rplK	binds directly to 23S ribosomal RNA	0	36	0.0	E	ES	ES	ES	ES	ES	ES
468	SAOUHSC_00519	rplA	in Escherichia coli and Methanococcus%2C this protein autoregulates expression%3B the binding site in the mRNA mimics the binding site in the 23S rRNA	2	57	0.03508771929824561	E	ES	ES	ES	ES	ES	ES
469	SAOUHSC_00520	rplJ	binds the two ribosomal protein L7/L12 dimers and anchors them to the large ribosomal subunit	0	43	0.0	E	ES	ES	ES	ES	ES	ES
470	SAOUHSC_00521	rplL	present in two forms%3B L12 is normal%2C while L7 is aminoacylated at the N-terminal serine%3B the only multicopy ribosomal protein%3B 4:1 ratio of L7/L12 per ribosome%3B two L12 dimers bind L10%3B critically important for translation efficiency and fidelity%3B stimulates GTPase activity of translation factors	1	29	0.034482758620689655	E	ES	ES	ES	ES	ES	ES
471	SAOUHSC_00523	SAOUHSC_00523	conserved hypothetical protein	30	47	0.6382978723404256	NE	NE	NE	NE	NA	NE	NA
472	SAOUHSC_00524	rpoB	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates%3B beta subunit is part of the catalytic core which binds with a sigma factor to produce the holoenzyme	2	283	0.007067137809187279	U	ES	ES	ES	ES	ES	ES
473	SAOUHSC_00525	SAOUHSC_00525	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Subunit beta' binds to sigma factor allowing it to bind to the -10 region of the promoter	7	288	0.024305555555555556	E	ES	ES	ES	ES	ES	ES
474	SAOUHSC_00526	SAOUHSC_00526	in Bacillus subtilis this non-essential protein associates with the ribosome	2	22	0.09090909090909091	U	U	ES	ES	NA	DES	ES
475	SAOUHSC_00527	rpsL	interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone%3B located at the interface of the 30S and 50S subunits%2C it traverses the body of the 30S subunit contacting proteins on the other side%3B mutations in the S12 gene confer streptomycin resistance	0	39	0.0	E	ES	ES	ES	ES	ES	ES
476	SAOUHSC_00528	SAOUHSC_00528	binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit	1	43	0.023255813953488372	E	ES	ES	ES	ES	ES	ES
477	SAOUHSC_00529	fusA	EF-G%3B promotes GTP-dependent translocation of the ribosome during translation%3B many organisms have multiple copies of this gene	2	153	0.013071895424836602	E	ES	ES	ES	ES	ES	ES
478	SAOUHSC_00530	tuf	EF-Tu%3B promotes GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis%3B when the tRNA anticodon matches the mRNA codon%2C GTP hydrolysis results%3B the inactive EF-Tu-GDP leaves the ribosome and release of GDP is promoted by elongation factor Ts%3B many prokaryotes have two copies of the gene encoding EF-Tu	0	82	0.0	U	ES	ES	ES	ES	ES	ES
479	SAOUHSC_00531	SAOUHSC_00531	conserved hypothetical protein	58	102	0.5686274509803921	NE	NE	NE	NE	NA	NE	NA
480	SAOUHSC_00532	SAOUHSC_00532	catalyzes the formation of 2-amino-3-oxobutanoate from acetyl-CoA and glycine	45	104	0.4326923076923077	NE	NE	NE	NE	NA	NE	NA
481	SAOUHSC_00533	SAOUHSC_00533	Hsp31 stabilizes early unfolding protein intermediates under severe heat stress	45	78	0.5769230769230769	NE	NE	NE	NE	NA	NE	NA
482	SAOUHSC_00534	SAOUHSC_00534	catalyzes the phosphorylation of ribulose to ribulose 5-phosphate	101	170	0.5941176470588235	NE	NE	NE	NE	NA	NE	NA
483	SAOUHSC_00535	SAOUHSC_00535	conserved hypothetical protein	46	94	0.48936170212765956	NE	NE	NE	NE	NA	NE	NA
484	SAOUHSC_00536	SAOUHSC_00536	catalyzes the transamination of the branched-chain amino acids to their respective alpha-keto acids	25	100	0.25	NE	U	NE	U	NA	DES	NA
485	SAOUHSC_00537	SAOUHSC_00537	conserved hypothetical protein	14	21	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
486	SAOUHSC_00538	SAOUHSC_00538	haloacid dehalogenase-like hydrolase%2C putative	38	65	0.5846153846153846	NE	NE	NE	NE	NA	NE	NA
487	SAOUHSC_00539	SAOUHSC_00539	conserved hypothetical protein	33	58	0.5689655172413793	NE	NE	NE	NE	NA	NE	NA
488	SAOUHSC_00540	SAOUHSC_00540	conserved hypothetical protein	46	69	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
489	SAOUHSC_00541	SAOUHSC_00541	conserved hypothetical protein	12	43	0.27906976744186046	NE	U	NE	NE	NA	NE	NA
490	SAOUHSC_00542	SAOUHSC_00542	conserved hypothetical protein	48	78	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
491	SAOUHSC_00543	SAOUHSC_00543	conserved hypothetical protein	20	52	0.38461538461538464	NE	NE	NE	NE	NA	NE	NA
492	SAOUHSC_00544	SAOUHSC_00544	sdrC protein%2C putative	138	250	0.552	U	NE	NE	NE	NA	NE	NA
493	SAOUHSC_00545	SAOUHSC_00545	sdrD protein%2C putative	208	359	0.5793871866295265	U	NE	NE	NE	NA	NE	NA
494	SAOUHSC_00547	SAOUHSC_00547	conserved hypothetical protein	83	135	0.6148148148148148	NE	NE	NE	NE	NA	NE	NA
495	SAOUHSC_00548	SAOUHSC_00548	conserved hypothetical protein	101	155	0.6516129032258065	NE	NE	NE	NE	NA	NE	NA
496	SAOUHSC_00549	SAOUHSC_00549	similar protein in Methanocaldococcus converts GTP to 7%2C8-dihydro-D-neopterin 2'%2C3'-cyclic phosphate as the first step in methanopterin biosynthesis	0	74	0.0	E	ES	ES	ES	ES	DES	ES
497	SAOUHSC_00550	SAOUHSC_00550	conserved hypothetical protein	25	52	0.4807692307692308	NE	NE	NE	NE	NA	DES	NA
498	SAOUHSC_00551	SAOUHSC_00551	conserved hypothetical protein	18	28	0.6428571428571429	NE	NE	NE	NE	NA	NE	NA
499	SAOUHSC_00552	SAOUHSC_00552	conserved hypothetical protein	46	65	0.7076923076923077	NE	NE	NE	NE	NA	NE	NA
500	SAOUHSC_00553	SAOUHSC_00553	conserved hypothetical protein	42	59	0.711864406779661	NE	NE	NE	NE	NA	NE	NA
501	SAOUHSC_00554	SAOUHSC_00554	SIS domain protein	26	39	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
502	SAOUHSC_00555	SAOUHSC_00555	hydrolase%2C haloacid dehalogenase-like	36	57	0.631578947368421	NE	NE	NE	NE	NA	NE	NA
503	SAOUHSC_00556	SAOUHSC_00556	proline/betaine transporter%2C putative	97	141	0.6879432624113475	NE	NE	NE	NE	NA	NE	NA
504	SAOUHSC_00557	SAOUHSC_00557	conserved hypothetical protein	92	127	0.7244094488188977	NE	NE	NE	NE	NA	NE	NA
505	SAOUHSC_00558	SAOUHSC_00558	acetyl-CoA acetyltransferase%2C putative	49	84	0.5833333333333334	NE	NE	NE	NE	NA	NE	NA
506	SAOUHSC_00559	SAOUHSC_00559	conserved hypothetical protein	22	38	0.5789473684210527	NE	NE	NE	NE	NA	NE	NA
507	SAOUHSC_00560	SAOUHSC_00560	conserved hypothetical protein	17	24	0.7083333333333334	NE	NE	NE	NE	NA	NE	NA
508	SAOUHSC_00561	SAOUHSC_00561	conserved hypothetical protein	6	17	0.35294117647058826	NE	NE	NE	NE	NA	NE	NA
509	SAOUHSC_00562	SAOUHSC_00562	phosphomethylpyrimidine kinase	43	67	0.6417910447761194	NE	NE	NE	NE	NA	NE	NA
510	SAOUHSC_00564	SAOUHSC_00564	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	35	55	0.6363636363636364	NE	NE	NE	NE	NA	NE	NA
511	SAOUHSC_00565	SAOUHSC_00565	conserved hypothetical protein	16	28	0.5714285714285714	NE	NE	NE	NE	NA	NE	NA
512	SAOUHSC_00567	SAOUHSC_00567	conserved hypothetical protein	25	40	0.625	NE	NE	NE	NE	NA	NE	NA
513	SAOUHSC_00569	SAOUHSC_00569	conserved hypothetical protein	93	141	0.6595744680851063	NE	NE	NE	NE	NA	NE	NA
514	SAOUHSC_00571	SAOUHSC_00571	conserved hypothetical protein	29	45	0.6444444444444445	NE	NE	NE	NE	NA	NE	NA
515	SAOUHSC_00572	SAOUHSC_00572	conserved hypothetical protein	32	56	0.5714285714285714	NE	NE	NE	NE	NA	NE	NA
516	SAOUHSC_00573	SAOUHSC_00573	conserved hypothetical protein	1	64	0.015625	E	ES	ES	ES	NA	DES	ES
517	SAOUHSC_00574	eutD	in Salmonella this enzyme is required for ethanolamine catabolism%3B has higher affinity for CoA than Pta	0	64	0.0	U	ES	ES	ES	ES	ES	ES
518	SAOUHSC_00575	SAOUHSC_00575	conserved hypothetical protein	3	59	0.05084745762711865	E	ES	ES	ES	ES	ES	NA
519	SAOUHSC_00577	SAOUHSC_00577	mevalonate kinase%2C putative	1	73	0.0136986301369863	E	ES	ES	ES	ES	DES	ES
520	SAOUHSC_00578	SAOUHSC_00578	diphosphomevalonate decarboxylase	6	72	0.08333333333333333	E	U	ES	ES	ES	ES	ES
521	SAOUHSC_00579	SAOUHSC_00579	phosphomevalonate kinase	1	102	0.00980392156862745	E	ES	ES	ES	ES	ES	ES
522	SAOUHSC_00580	SAOUHSC_00580	conserved hypothetical protein	11	20	0.55	NE	NE	NE	NE	NA	NE	NA
523	SAOUHSC_00581	SAOUHSC_00581	conserved hypothetical protein	81	140	0.5785714285714286	NE	NE	NE	NE	NA	NE	NA
524	SAOUHSC_00582	SAOUHSC_00582	conserved hypothetical protein	20	32	0.625	NE	NE	NE	NE	NA	NE	NA
525	SAOUHSC_00583	SAOUHSC_00583	conserved hypothetical protein	4	6	0.6666666666666666	S	NE	NE	NE	NA	NE	NA
526	SAOUHSC_00584	SAOUHSC_00584	conserved hypothetical protein	66	119	0.5546218487394958	NE	NE	NE	NE	NA	NE	NA
527	SAOUHSC_00585	SAOUHSC_00585	conserved hypothetical protein	50	80	0.625	NE	NE	NE	NE	NA	NE	NA
528	SAOUHSC_00586	SAOUHSC_00586	conserved hypothetical protein	61	85	0.7176470588235294	NE	NE	NE	NE	NA	NE	NA
529	SAOUHSC_00587	SAOUHSC_00587	conserved hypothetical protein	38	57	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
530	SAOUHSC_00588	SAOUHSC_00588	conserved hypothetical protein	52	78	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
531	SAOUHSC_00589	SAOUHSC_00589	-	9	16	0.5625	S	NE	NE	NE	NA	NE	NA
532	SAOUHSC_00591	SAOUHSC_00591	conserved hypothetical protein	59	77	0.7662337662337663	NE	NE	NE	NE	NA	NE	NA
533	SAOUHSC_00592	SAOUHSC_00592	conserved hypothetical protein	36	78	0.46153846153846156	NE	NE	NE	NE	NA	NE	NA
534	SAOUHSC_00596	SAOUHSC_00596	conserved hypothetical protein	38	66	0.5757575757575758	NE	NE	NE	NE	NA	NE	NA
535	SAOUHSC_00598	SAOUHSC_00598	conserved hypothetical protein	48	69	0.6956521739130435	NE	NE	NE	NE	NA	NE	NA
536	SAOUHSC_00599	SAOUHSC_00599	conserved hypothetical protein	40	73	0.547945205479452	NE	NE	NE	NE	NA	NE	NA
537	SAOUHSC_00600	SAOUHSC_00600	conserved hypothetical protein	13	24	0.5416666666666666	NE	NE	NE	NE	NA	NE	NA
538	SAOUHSC_00602	SAOUHSC_00602	conserved hypothetical protein	57	80	0.7125	NE	NE	NE	NE	NA	NE	NA
539	SAOUHSC_00603	SAOUHSC_00603	conserved hypothetical protein	45	76	0.5921052631578947	NE	NE	NE	NE	NA	NE	NA
540	SAOUHSC_00604	SAOUHSC_00604	conserved hypothetical protein	28	48	0.5833333333333334	NE	NE	NE	NE	NA	NE	NA
541	SAOUHSC_00605	SAOUHSC_00605	conserved hypothetical protein	33	50	0.66	NE	NE	NE	NE	NA	NE	NA
542	SAOUHSC_00606	SAOUHSC_00606	conserved hypothetical protein	76	122	0.6229508196721312	NE	NE	NE	NE	NA	NE	NA
543	SAOUHSC_00607	SAOUHSC_00607	conserved hypothetical protein	33	47	0.7021276595744681	NE	NE	NE	NE	NA	NE	NA
544	SAOUHSC_00608	adhA	similar to zinc-dependent eukaryotic ADH enzymes and distinct from fermentative ADHs	52	86	0.6046511627906976	NE	NE	NE	NE	NA	NE	NA
545	SAOUHSC_00609	SAOUHSC_00609	conserved hypothetical protein	6	11	0.5454545454545454	S	NE	NE	NE	NA	NE	NA
546	SAOUHSC_00610	SAOUHSC_00610	conserved hypothetical protein	13	33	0.3939393939393939	NE	NE	NE	NE	NA	ES	ES
547	SAOUHSC_00611	argS	catalyzes a two-step reaction%2C first charging an arginine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B class-I aminoacyl-tRNA synthetase	1	148	0.006756756756756757	E	ES	ES	ES	ES	ES	ES
548	SAOUHSC_00612	SAOUHSC_00612	endonuclease III%2C putative	47	69	0.6811594202898551	NE	NE	NE	NE	NA	NE	NA
549	SAOUHSC_00613	SAOUHSC_00613	iron compound ABC transporter%2C substrate-binding protein%2C putative	49	77	0.6363636363636364	NE	NE	NE	NE	NA	NE	NA
550	SAOUHSC_00614	SAOUHSC_00614	conserved hypothetical protein	73	113	0.6460176991150443	NE	NE	NE	NE	NA	NE	NA
551	SAOUHSC_00615	SAOUHSC_00615	haloacid dehalogenase-like hydrolase%2C putative	43	69	0.6231884057971014	NE	NE	NE	NE	NA	NE	NA
552	SAOUHSC_00616	SAOUHSC_00616	conserved hypothetical protein	46	70	0.6571428571428571	NE	NE	NE	NE	NA	NE	NA
